RA_ICRS;DE_ICRS;Plx;pmRA;pmDE;Gmag;BPmag;RPmag
deg;deg;mas;mas/yr;mas/yr;mag;mag;mag
---------------;---------------;----------;---------;---------;---------;---------;---------
001.12740983676;-31.12054066286;    3.9019;   -2.590;  -23.641;19.835712;20.949932;18.609917
001.11052294352;-31.12646261167;   -0.3921;   -2.454;  -11.181;20.211550;20.704962;19.293468
001.07062772066;-31.13793253257;   -0.1918;   31.782;    3.105;20.806376;21.859573;19.542833
001.06801976054;-31.11824139159;    0.2247;   10.338;   -6.224;17.306906;17.540878;16.906431
001.09623515944;-31.08866024459;   -0.0267;    8.128;   -0.433;18.643545;18.954450;18.252540
001.00692592387;-31.16480660285;    0.0682;   -0.289;   -9.754;19.297165;19.656534;18.898136
001.02206891886;-31.13868830605;    0.4081;    9.110;   -6.240;16.501875;16.825056;16.028880
001.03587397657;-31.10893249886;    0.2439;    0.512;   -5.213;18.510756;         ;
001.03620837845;-31.10910676382;    1.2830;    0.288;   -5.472;17.544558;17.710594;16.715914
001.00924517783;-31.11294463199;    2.0043;  -17.595;   -4.298;14.974515;15.520026;14.284537
000.99302693829;-31.10425576642;          ;         ;         ;20.906761;20.534033;20.040443
001.00161741573;-31.09310103479;   -0.8655;   17.607;   -2.352;20.511631;20.908947;19.451252
001.05440278906;-31.11842599806;    0.8771;   -0.625;  -10.550;20.299175;21.292274;19.348747
001.07456299857;-31.10474179562;    0.7861;    6.132;   -5.850;16.912403;17.442898;16.230247
001.08200242627;-31.09293783091;    2.5111;   11.497;  -26.032;17.744623;19.242887;16.559760
001.08126725027;-31.09214426760;    1.4702;   14.505;  -63.881;18.260120;19.301281;17.262861
001.02603724779;-31.09781070911;          ;         ;         ;20.938850;20.823890;20.139160
001.04361155917;-31.09248801593;   -1.1184;    0.948;   -4.238;20.450380;20.455494;20.059128
001.04158308850;-31.07699991418;          ;         ;         ;21.427471;19.701231;18.108570
001.02087142786;-31.08614907483;    1.5720;   -5.118;  -35.114;18.026932;19.219700;16.938921
001.01790688345;-31.08011410408;    1.3340;    0.960;   -8.769;16.166500;16.893570;15.329288
001.01361868606;-31.08524634466;    2.1128;   17.710;    0.990;16.124580;16.992899;15.206644
001.06277236308;-31.04903359903;    2.1766;   25.343;  -16.296;20.109018;21.130354;18.983095
000.57221570787;-31.26749433668;    2.6784;  -20.757;  -52.609;20.371128;21.258726;19.172820
000.55337538664;-31.26596514054;    0.4203;    1.376;  -11.763;19.342033;19.830181;18.748869
000.54719765942;-31.25521205399;    0.3187;   10.842;  -11.359;18.080772;18.452480;17.558012
000.53785249584;-31.25360282475;    1.7886;   -0.453;   -1.220;19.662367;18.578732;17.135970
000.54657665220;-31.24948335104;    0.3764;    3.366;   -4.703;16.994514;17.298717;16.543722
000.50460872507;-31.26333441927;   -0.3765;   -0.194;   -0.152;20.105946;20.236237;20.019836
000.49580276725;-31.25946554986;   -0.2994;   -0.135;    0.330;19.301956;19.532202;19.107563
000.54206831955;-31.23128806520;    4.3302;   12.659;   -5.142;20.751870;22.067247;19.287243
000.52278039034;-31.23893156759;    1.7497;    4.080;   -0.125;20.261871;21.012766;19.021788
000.51361171627;-31.23566091822;          ;         ;         ;20.982980;19.141083;19.811260
000.52518562554;-31.21988669375;    0.6263;    2.470;    0.351;16.909900;17.491985;16.204023
000.44382299740;-31.23394607646;    1.0184;   10.136;  -12.960;19.669460;20.599194;18.671038
000.43394225816;-31.23084203074;    3.7258;   49.547;  -18.025;17.353466;18.660902;16.225313
000.44286990397;-31.22618969239;   -0.4264;    3.882;   -0.993;20.521250;20.936537;19.822498
000.48563813357;-31.24331638372;    0.2614;    0.318;   -0.022;20.356596;20.570623;19.816656
000.49465850183;-31.24517492048;    0.4609;   -0.360;   -4.166;18.733246;19.338417;17.988592
000.49364151169;-31.24547702386;    0.9738;    1.580;  -20.001;19.938670;20.696743;18.808884
000.50106703247;-31.23491176184;          ;         ;         ;20.768517;21.258167;19.888893
000.48990639487;-31.23947714084;    1.6822;   -1.217;  -11.976;19.559134;20.747612;18.432924
000.49355921294;-31.22384687855;    1.8412;   17.412;    5.598;14.183590;14.562962;13.622632
000.50098303742;-31.22508082502;    1.9965;   -5.659;  -36.897;15.518597;16.303123;14.647252
000.50860872959;-31.21383985381;    0.3371;    9.096;   -8.175;16.988781;17.343277;16.470087
000.51797556980;-31.22184958209;    0.0728;    2.899;  -10.042;19.820187;20.404655;19.252884
000.51710434647;-31.22048537036;    1.2168;    2.469;    0.167;15.245619;15.601522;14.614161
000.50011642414;-31.19961930981;    0.4433;    8.349;  -10.464;20.023580;20.556726;19.366400
000.50608253941;-31.20173399929;   -0.3033;   -9.940;  -11.845;20.766901;21.584175;19.560545
000.45655924723;-31.20328694016;    0.2768;   11.928;  -14.357;15.982166;16.291735;15.510079
000.49769103431;-31.19550355083;    0.9426;    0.834;   -2.464;19.432087;20.193811;18.496610
000.49310641539;-31.18008989617;    1.1096;   -9.295;   -9.984;20.735466;21.436210;19.702640
000.39842781771;-31.22814155797;          ;         ;         ;21.102617;19.200151;17.725220
000.39488076322;-31.22004369113;    0.7582;    8.968;   -4.853;20.009491;20.469091;19.310062
000.41485024415;-31.23271570692;    0.4877;  -20.078;  -25.071;18.930838;19.904814;17.942009
000.41665703572;-31.22996347789;          ;         ;         ;21.502850;20.789060;19.259111
000.42637135825;-31.22406028652;   -0.0277;    5.345;   -6.750;18.332617;18.679897;17.804540
000.41147091604;-31.20962409408;    0.9925;    3.523;   -5.978;20.176798;20.854362;19.012836
000.39925612477;-31.21163594939;    2.4722;  -11.922;    5.919;20.434480;21.224997;19.277086
000.39861409363;-31.19084410779;          ;         ;         ;21.389704;20.763304;18.840862
000.39245965846;-31.18216839731;    3.2959;   24.497;   14.791;12.013599;12.342669;11.518848
000.44845131837;-31.18495040549;    0.1513;    3.165;   -4.077;18.400698;18.782986;17.906855
000.45359874041;-31.19755106345;    0.0839;    5.218;   -2.697;15.434482;15.897658;14.803332
000.43113993347;-31.18008255091;    1.4008;   11.674;   -8.044;13.653766;13.962806;13.180991
000.43309548777;-31.18141223452;          ;         ;         ;21.200743;20.095905;18.461940
000.45697008805;-31.18442931417;    0.2983;   -7.933;   -7.831;18.969929;19.552374;18.324305
000.45781869347;-31.16948842611;    1.1797;   14.465;  -13.712;19.910543;20.769394;18.772999
000.45358719399;-31.15659112167;    1.0270;    3.846;    4.449;18.980768;19.276495;17.385225
000.45383899009;-31.15614794258;          ;         ;         ;20.339884;         ;
000.46713324465;-31.16059307674;          ;         ;         ;20.644543;19.161870;17.454985
000.41785511664;-31.17878170074;    0.4483;   -1.997;   -3.192;20.283257;20.565010;19.953999
000.41139618591;-31.18413481122;   -1.2724;   -0.813;   -9.166;20.355078;20.546310;19.983492
000.41667393746;-31.18293366161;          ;         ;         ;21.348423;19.588541;17.942749
000.41228555059;-31.16290313452;    0.6652;    4.313;   -2.026;17.685064;18.297134;16.916310
000.44644465912;-31.15825396386;    0.2163;  -10.282;  -22.648;17.767840;18.092798;17.322723
000.44760413943;-31.15902261504;    0.2787;   -7.144;  -12.510;20.490404;21.438389;19.720194
000.43640577346;-31.16299987499;    4.0945;   18.040;   25.516;19.266727;21.040210;17.968472
000.45011572775;-31.15366546681;          ;         ;         ;21.061117;20.265839;18.798662
000.43715163119;-31.14669431059;          ;         ;         ;21.088129;19.721586;17.811127
000.43751572673;-31.13338408541;    0.0451;   12.784;  -12.912;20.329971;20.923567;19.481777
000.32136337939;-31.19260190428;          ;         ;         ;20.479260;21.468098;19.518688
000.29604902136;-31.19383133789;    2.3512;   15.469;   -4.463;19.488176;20.707981;18.251970
000.27993887980;-31.17594470187;    0.2343;  -12.760;  -24.281;18.958246;19.451645;18.375908
000.29713802485;-31.17777023895;    0.8065;    3.625;   -0.131;19.094828;19.624970;18.446611
000.30639389449;-31.17114293704;    4.2562;   18.525;    2.865;16.403133;17.743940;15.259184
000.29515966408;-31.16306098270;    0.2038;    4.049;  -10.667;17.537868;17.792465;17.123560
000.27132484553;-31.15699252736;    1.9610;   -8.437;   -1.747;15.975131;16.771410;15.106198
000.34709750155;-31.20550788282;    0.6323;    0.942;   -2.677;19.070192;19.890377;18.286083
000.35260502642;-31.20369188061;    2.7019;   83.092; -146.189;18.654220;19.946325;17.533558
000.38047847380;-31.16202636853;    1.0805;   -5.064;  -10.906;17.004780;17.705020;16.201515
000.33711524519;-31.17817575168;    0.3558;   12.848;  -12.731;16.663010;16.966913;16.189045
000.33440767697;-31.15786010480;    4.1674;   -6.217;  -17.701;11.424262;11.769485;10.917750
000.36102195976;-31.15683868683;    0.5478;   -2.127;   -4.195;19.958504;20.132853;19.496292
000.35685914133;-31.14911077992;    2.2861;    9.428;   -1.540;19.683779;21.080300;18.409119
000.39312736745;-31.15210084349;    4.0793;   -0.978;   14.342;20.653687;21.763504;19.096004
000.38384125206;-31.15115441062;    1.0857;   12.167;    1.600;17.948080;18.890524;17.029799
000.40022993155;-31.13236674267;          ;         ;         ;21.344036;20.142994;18.332634
