RA_ICRS;DE_ICRS;Plx;pmRA;pmDE;Gmag;BPmag;RPmag
deg;deg;mas;mas/yr;mas/yr;mag;mag;mag
---------------;---------------;----------;---------;---------;-------;-------;-------
132.39268152975;+10.62038733014;    0.2419;   -6.052;   -2.222;17.6626;18.1523;17.0474
132.39301997561;+10.60723727165;    2.2624;  -16.485;  -14.573;17.6896;18.9442;16.3871
132.39316683301;+10.60696598592;          ;         ;         ;19.5743;       ;
132.38227329308;+10.61629872667;    2.0004;  -13.978;   -8.075;20.2327;21.4843;18.9522
132.34598272810;+10.63100679405;          ;         ;         ;20.9111;21.7308;19.9305
132.34441793475;+10.62917270747;    0.3670;   -0.562;   -1.971;20.2074;21.1926;19.0557
132.34138437957;+10.60734178385;    0.1037;    0.362;    0.208;19.1652;19.2773;18.8022
132.33829617636;+10.63176394399;    1.7590;   -1.631;    1.548;20.3747;20.5157;19.9926
132.35907655043;+10.61389198167;    0.2433;   -3.186;   -1.872;17.8936;18.3456;17.3257
132.34301761127;+10.63608375151;          ;         ;         ;21.0770;       ;
132.36234115464;+10.64012788185;    0.2391;   -1.154;   -0.360;19.2492;19.6541;18.8334
132.36782673663;+10.62942402113;    0.7256;   -1.490;   -1.487;19.3910;19.6719;18.9886
132.35971982135;+10.63894242989;    0.1816;   -1.640;   -0.771;17.6286;18.0207;17.1170
132.36563980030;+10.62484459189;    2.2182;   -3.982;   -0.994;20.4782;21.5178;19.3045
132.26325057418;+10.58787994211;    0.7523;   10.245;  -16.253;19.6926;20.6481;18.6536
132.23714612118;+10.60912025273;          ;         ;         ;20.9499;21.1939;20.0192
132.22266860799;+10.62390453640;    2.2555;   -4.285;  -13.107;19.4120;20.4306;18.4198
132.21021342090;+10.61906830467;          ;         ;         ;20.8133;21.0391;20.2038
132.20144424218;+10.61786015979;    3.7852;   -0.145;   -7.393;17.5612;19.0540;16.3782
132.20478280285;+10.62594258433;    0.5009;   -3.777;   -4.373;19.6898;20.7968;18.6416
132.21016892215;+10.62537643232;    0.2588;   -1.317;    1.154;17.1544;17.4669;16.6954
132.21638716079;+10.62145684246;    0.4496;   -3.970;   -0.498;16.9901;17.3904;16.4269
132.22032714531;+10.60944278086;    1.1516;    4.905;  -12.440;18.9501;19.8488;18.0017
132.18295490224;+10.64782849277;          ;         ;         ;19.6466;20.9423;18.2906
132.27419284889;+10.60145859803;    0.3476;  -11.620;    0.729;15.8498;16.1810;15.3583
132.30069327404;+10.61895691139;    0.4795;   -3.773;   -1.636;17.3412;17.7638;16.7522
132.27999420519;+10.61507626668;    4.3639;   -4.762;   -1.974;20.6199;21.5166;19.2952
132.29722127910;+10.62286215627;    0.6357;   -3.822;   -2.432;13.4882;13.7847;13.0329
132.31232091363;+10.61343222427;    0.5893;   -2.392;   -0.341;15.5937;15.9645;15.0706
132.24601296337;+10.61700264871;    0.4494;    0.545;    0.237;17.0871;17.5106;16.5133
132.24559540453;+10.61800323973;    1.3105;   -9.038;  -12.244;17.6678;18.5440;16.7627
132.28191183633;+10.63577812386;          ;         ;         ;21.1435;       ;
132.27406547956;+10.63355241532;    0.2500;   -1.411;   -6.417;17.0966;17.5127;16.5286
132.27303030419;+10.62437234413;    2.4012;   -6.571;   -4.316;16.7596;17.9001;15.7021
132.26515436817;+10.64426895239;    1.1817;   -6.350;   -5.929;17.7372;18.6477;16.7964
132.27074510768;+10.64102587725;    0.1898;   -5.351;   -9.851;20.0052;21.2265;18.8744
132.28652765130;+10.63009332599;    1.0046;    0.861;   -3.249;16.5137;17.1138;15.7851
132.32709975549;+10.63878657081;    1.2220;  -12.063;  -15.228;19.8359;20.9233;18.6214
132.32315631399;+10.62795023716;    2.2263;  -24.501;  -21.035;18.4376;19.8096;17.2962
132.32434182527;+10.64267960984;          ;         ;         ;20.8169;21.6740;19.5831
132.29936677329;+10.63728273302;    0.5068;    2.378;   -1.895;14.4780;14.7865;14.0094
132.33553376223;+10.66374776011;    1.3166;    0.496;   -1.712;18.7793;19.7839;17.8004
132.33856471847;+10.65399156460;    0.3556;   -2.795;   -9.214;18.8371;19.3097;18.2311
132.31853970333;+10.67021959843;    0.4427;   -2.394;   -1.069;18.0992;18.4625;17.5750
132.31522709563;+10.67889212781;          ;         ;         ;21.1966;       ;
